Date,Observed,Forecast,Lower_CI,Upper_CI
2025-03-31,4928.749032973235,4928.749032973235,4928.749032973235,4928.749032973235
2025-06-30,,4707.77518892884,,
2025-09-30,,4154.730036397155,,
2025-12-31,,4144.264743262195,,
2026-03-31,,4658.311638925311,,
